district,crop,year,season,area,yield,avg_temp_c,total_precip_mm,primary_soil_type,mean_ph,mean_n,mean_p,mean_k
ganjam,Bajra,2002,Kharif,370.0,0.4864864864864865,28.38686274509804,1066.4199999999998,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Bajra,2003,Kharif,330.0,0.6060606060606061,28.50702614379085,1574.7199999999998,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
kalahandi,Bajra,2001,Kharif,130.0,0.6153846153846154,26.11555555555556,1115.46,"Red, Black",,,,
kalahandi,Bajra,2002,Kharif,60.0,0.6666666666666666,27.05509803921569,757.0,"Red, Black",,,,
kalahandi,Bajra,2003,Kharif,70.0,0.7142857142857143,27.276339869281045,1352.59,"Red, Black",,,,
kandhamal,Bajra,2001,Kharif,180.0,0.3333333333333333,25.863496732026142,1585.41,Brown Forest,,,,
kandhamal,Bajra,2002,Kharif,210.0,0.3333333333333333,26.48699346405229,1030.36,Brown Forest,,,,
kandhamal,Bajra,2003,Kharif,180.0,0.3333333333333333,26.81081699346405,1659.89,Brown Forest,,,,
kendujhar,Bajra,2001,Kharif,210.0,0.5238095238095238,26.224183006535945,1447.36,,,,,
kendujhar,Bajra,2002,Kharif,100.0,0.5,26.70761437908497,987.02,,,,,
kendujhar,Bajra,2003,Kharif,70.0,0.5714285714285714,27.12101307189544,1504.2199999999998,,,,,
koraput,Bajra,2001,Kharif,590.0,0.576271186440678,24.17751633986928,1150.9499999999998,Red,,,,
koraput,Bajra,2002,Kharif,490.0,0.5510204081632653,24.731111111111108,854.63,Red,,,,
koraput,Bajra,2003,Kharif,430.0,0.5581395348837209,25.24114379084968,1433.64,Red,,,,
malkangiri,Bajra,2001,Kharif,470.0,0.6382978723404256,25.68803921568627,1045.2800000000002,"Red, Black",,,,
malkangiri,Bajra,2002,Kharif,320.0,0.5625,26.184281045751632,818.76,"Red, Black",,,,
malkangiri,Bajra,2003,Kharif,330.0,0.5454545454545454,26.54081699346405,1329.67,"Red, Black",,,,
mayurbhanj,Bajra,2001,Kharif,30.0,0.3333333333333333,27.654509803921563,1330.84,"Red, Laterite",,,,
mayurbhanj,Bajra,2002,Kharif,50.0,0.4,28.07754901960784,1019.7,"Red, Laterite",,,,
mayurbhanj,Bajra,2003,Kharif,60.0,0.5,28.565,1241.92,"Red, Laterite",,,,
nabarangpur,Bajra,2001,Kharif,200.0,0.75,24.17751633986928,1150.9499999999998,Red,,,,
nabarangpur,Bajra,2002,Kharif,140.0,0.5714285714285714,24.731111111111108,854.63,Red,,,,
nabarangpur,Bajra,2003,Kharif,70.0,0.5714285714285714,25.24114379084968,1433.64,Red,,,,
nayagarh,Bajra,2002,Kharif,150.0,0.6666666666666666,27.877810457516343,1118.18,"Laterite, Brown Forest",,,,
nuapada,Bajra,2003,Kharif,20.0,0.5,27.50248366013072,1412.8000000000002,"Red, Black",,,,
rayagada,Bajra,2001,Kharif,600.0,0.6,24.300294117647056,975.98,"Red, Brown Forest",,,,
rayagada,Bajra,2002,Kharif,660.0,0.3939393939393939,24.852908496732024,766.5899999999999,"Red, Brown Forest",,,,
rayagada,Bajra,2003,Kharif,620.0,0.5967741935483871,25.24950980392157,1335.52,"Red, Brown Forest",,,,
sundargarh,Bajra,2002,Kharif,40.0,0.75,28.087647058823528,740.09,Mixed Red & Yellow,,,,
sundargarh,Bajra,2003,Kharif,40.0,0.5,27.92947712418301,1594.61,Mixed Red & Yellow,,,,
anugul,Castor seed,2002,Kharif,70.0,0.4285714285714285,27.538856209150325,1014.46,,,,,
anugul,Castor seed,2002,Rabi,270.0,0.5185185185185185,24.739337016574584,78.63000000000001,,,,,
anugul,Castor seed,2003,Kharif,130.0,0.4615384615384615,27.802450980392155,1638.73,,,,,
anugul,Castor seed,2003,Rabi,510.0,0.5490196078431373,23.30041208791209,130.66999999999996,,,,,
balangir,Castor seed,2001,Kharif,380.0,0.3421052631578947,26.29928104575164,1395.75,,,,,
balangir,Castor seed,2001,Rabi,200.0,0.4,24.256104972375688,99.86,,,,,
balangir,Castor seed,2002,Kharif,570.0,0.2807017543859649,27.117254901960788,874.9399999999999,,,,,
balangir,Castor seed,2002,Rabi,120.0,0.4166666666666667,25.273425414364645,67.82999999999998,,,,,
balangir,Castor seed,2003,Kharif,670.0,0.4776119402985074,27.333562091503268,1608.4700000000005,,,,,
balangir,Castor seed,2003,Rabi,320.0,0.5,23.126510989010992,134.35,,,,,
baleshwar,Castor seed,2001,Kharif,120.0,0.5,27.87333333333333,1432.77,,,,,
baleshwar,Castor seed,2001,Rabi,150.0,0.4666666666666667,24.92243093922652,136.41,,,,,
baleshwar,Castor seed,2002,Kharif,90.0,0.5555555555555556,28.327222222222225,1052.77,,,,,
baleshwar,Castor seed,2002,Rabi,100.0,0.4,24.577486187845302,146.66,,,,,
baleshwar,Castor seed,2003,Kharif,110.0,0.4545454545454545,28.627941176470586,1390.98,,,,,
baleshwar,Castor seed,2003,Rabi,90.0,0.4444444444444444,24.08483516483516,178.28000000000003,,,,,
bargarh,Castor seed,2001,Rabi,50.0,0.4,24.070359116022104,74.19999999999999,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Castor seed,2002,Rabi,20.0,0.5,24.984309392265192,56.18000000000001,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Castor seed,2003,Kharif,10.0,1.0,28.14333333333333,1641.48,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bhadrak,Castor seed,2001,Rabi,80.0,0.5,25.212071823204425,127.69,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Castor seed,2002,Rabi,20.0,0.5,25.207403314917123,113.83,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Castor seed,2003,Rabi,50.0,0.6,24.27543956043956,154.9,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
boudh,Castor seed,2001,Kharif,20.0,1.0,26.868496732026145,1515.12,Black Soil,,,,
boudh,Castor seed,2001,Rabi,40.0,0.75,24.5282044198895,95.41,Black Soil,,,,
boudh,Castor seed,2002,Kharif,40.0,0.75,27.61127450980392,948.17,Black Soil,,,,
boudh,Castor seed,2002,Rabi,40.0,0.75,25.14508287292818,70.91,Black Soil,,,,
boudh,Castor seed,2003,Kharif,50.0,0.6,27.79856209150327,1665.22,Black Soil,,,,
boudh,Castor seed,2003,Rabi,40.0,0.5,23.324697802197804,129.42,Black Soil,,,,
cuttack,Castor seed,2001,Kharif,40.0,0.5,27.489673202614373,1707.07,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Castor seed,2001,Rabi,30.0,1.0,24.81345303867403,114.98,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Castor seed,2002,Kharif,110.0,0.4545454545454545,27.980490196078428,1146.57,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Castor seed,2003,Kharif,110.0,0.4545454545454545,28.32205882352941,1662.3200000000002,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
deogarh,Castor seed,2001,Kharif,40.0,0.5,26.576045751633988,1422.13,Mixed Red & Yellow,,,,
deogarh,Castor seed,2001,Rabi,300.0,0.5333333333333333,23.86588397790055,92.88,Mixed Red & Yellow,,,,
deogarh,Castor seed,2002,Kharif,60.0,0.5,27.164738562091504,923.59,Mixed Red & Yellow,,,,
deogarh,Castor seed,2003,Kharif,60.0,0.5,27.454444444444448,1565.7399999999998,Mixed Red & Yellow,,,,
deogarh,Castor seed,2003,Rabi,40.0,0.5,22.75722527472528,127.18999999999996,Mixed Red & Yellow,,,,
dhenkanal,Castor seed,2002,Kharif,350.0,0.4571428571428571,27.980490196078428,1146.57,"Red, Laterite",,,,
dhenkanal,Castor seed,2002,Rabi,590.0,0.5254237288135594,24.973176795580112,89.83,"Red, Laterite",,,,
dhenkanal,Castor seed,2003,Kharif,380.0,0.4473684210526316,28.32205882352941,1662.3200000000002,"Red, Laterite",,,,
dhenkanal,Castor seed,2003,Rabi,760.0,0.5394736842105263,23.889093406593403,131.76,"Red, Laterite",,,,
gajapati,Castor seed,2001,Kharif,890.0,0.5842696629213483,27.01117647058824,1120.8200000000002,Deltaic Alluvial,,,,
gajapati,Castor seed,2001,Rabi,50.0,0.6,24.937209944751384,205.01,Deltaic Alluvial,,,,
gajapati,Castor seed,2002,Kharif,850.0,0.7058823529411765,27.28330065359477,848.8,Deltaic Alluvial,,,,
gajapati,Castor seed,2002,Rabi,30.0,0.6666666666666666,25.60558011049724,89.72,Deltaic Alluvial,,,,
gajapati,Castor seed,2003,Kharif,900.0,0.6,27.45911764705883,1380.04,Deltaic Alluvial,,,,
gajapati,Castor seed,2003,Rabi,20.0,0.5,24.341098901098903,163.0,Deltaic Alluvial,,,,
ganjam,Castor seed,2001,Kharif,1410.0,0.5531914893617021,28.065882352941177,1518.27,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Castor seed,2001,Rabi,330.0,0.6060606060606061,25.747679558011043,149.29999999999998,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Castor seed,2002,Kharif,1160.0,0.3793103448275862,28.38686274509804,1066.4199999999998,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Castor seed,2002,Rabi,70.0,0.5714285714285714,25.9689502762431,94.32000000000002,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Castor seed,2003,Kharif,1320.0,0.5075757575757576,28.50702614379085,1574.7199999999998,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Castor seed,2003,Rabi,200.0,0.5,25.15708791208792,155.74,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
jagatsinghapur,Castor seed,2001,Rabi,60.0,0.5,25.351491712707183,125.20000000000002,,,,,
jagatsinghapur,Castor seed,2002,Rabi,50.0,0.6,25.416491712707185,105.78,,,,,
jagatsinghapur,Castor seed,2003,Kharif,30.0,0.3333333333333333,28.53676470588235,1596.22,,,,,
jagatsinghapur,Castor seed,2003,Rabi,30.0,0.6666666666666666,24.52659340659341,139.5,,,,,
jajapur,Castor seed,2001,Kharif,40.0,0.5,27.40179738562092,1566.42,,,,,
jajapur,Castor seed,2001,Rabi,240.0,0.5,25.212071823204425,127.69,,,,,
jajapur,Castor seed,2002,Rabi,120.0,0.4166666666666667,25.207403314917123,113.83,,,,,
jajapur,Castor seed,2003,Kharif,50.0,0.4,28.255882352941185,1516.57,,,,,
jajapur,Castor seed,2003,Rabi,180.0,0.4444444444444444,24.27543956043956,154.9,,,,,
jharsuguda,Castor seed,2001,Rabi,40.0,0.5,23.48411602209945,71.47,,,,,
jharsuguda,Castor seed,2002,Rabi,120.0,0.3333333333333333,24.55685082872928,58.54,,,,,
jharsuguda,Castor seed,2003,Rabi,30.0,0.3333333333333333,22.248296703296703,116.64,,,,,
kalahandi,Castor seed,2001,Kharif,1220.0,0.8688524590163934,26.11555555555556,1115.46,"Red, Black",,,,
kalahandi,Castor seed,2001,Rabi,1950.0,0.9487179487179488,24.4271270718232,121.58,"Red, Black",,,,
kalahandi,Castor seed,2002,Kharif,1270.0,0.6377952755905512,27.05509803921569,757.0,"Red, Black",,,,
kalahandi,Castor seed,2002,Rabi,920.0,0.717391304347826,25.84196132596685,72.71000000000002,"Red, Black",,,,
kalahandi,Castor seed,2003,Kharif,2470.0,0.8340080971659919,27.276339869281045,1352.59,"Red, Black",,,,
kalahandi,Castor seed,2003,Rabi,790.0,0.4810126582278481,23.22456043956044,144.29000000000002,"Red, Black",,,,
kandhamal,Castor seed,2001,Kharif,410.0,0.7560975609756098,25.863496732026142,1585.41,Brown Forest,,,,
kandhamal,Castor seed,2002,Kharif,380.0,0.8157894736842105,26.48699346405229,1030.36,Brown Forest,,,,
kandhamal,Castor seed,2003,Kharif,350.0,0.7714285714285715,26.81081699346405,1659.89,Brown Forest,,,,
kendrapara,Castor seed,2001,Rabi,40.0,0.5,25.351491712707183,125.20000000000002,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Castor seed,2002,Rabi,30.0,0.6666666666666666,25.416491712707185,105.78,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Castor seed,2003,Rabi,30.0,0.3333333333333333,24.52659340659341,139.5,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendujhar,Castor seed,2001,Kharif,210.0,0.6666666666666666,26.224183006535945,1447.36,,,,,
kendujhar,Castor seed,2001,Rabi,90.0,0.7777777777777778,23.734944751381214,103.76,,,,,
kendujhar,Castor seed,2002,Kharif,140.0,0.7142857142857143,26.70761437908497,987.02,,,,,
kendujhar,Castor seed,2002,Rabi,50.0,0.8,23.75477900552486,91.65,,,,,
kendujhar,Castor seed,2003,Kharif,150.0,0.7333333333333333,27.12101307189544,1504.2199999999998,,,,,
kendujhar,Castor seed,2003,Rabi,60.0,0.8333333333333334,22.6681043956044,138.26,,,,,
khordha,Castor seed,2001,Kharif,20.0,0.5,27.96545751633987,1732.36,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Castor seed,2002,Kharif,20.0,0.5,28.32091503267974,1178.64,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Castor seed,2003,Kharif,20.0,0.5,28.520686274509803,1667.64,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Castor seed,2003,Rabi,20.0,0.5,24.55956043956044,129.14999999999998,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
koraput,Castor seed,2001,Kharif,950.0,0.2210526315789473,24.17751633986928,1150.9499999999998,Red,,,,
koraput,Castor seed,2001,Rabi,1320.0,0.3484848484848485,23.0492817679558,188.42,Red,,,,
koraput,Castor seed,2002,Kharif,1000.0,0.24,24.731111111111108,854.63,Red,,,,
koraput,Castor seed,2002,Rabi,1090.0,0.2935779816513761,24.38903314917128,73.45,Red,,,,
koraput,Castor seed,2003,Kharif,1000.0,0.24,25.24114379084968,1433.64,Red,,,,
koraput,Castor seed,2003,Rabi,1000.0,0.29,22.04291208791209,172.88,Red,,,,
malkangiri,Castor seed,2001,Kharif,280.0,0.2142857142857142,25.68803921568627,1045.2800000000002,"Red, Black",,,,
malkangiri,Castor seed,2001,Rabi,280.0,0.4285714285714285,25.02751381215469,171.07,"Red, Black",,,,
malkangiri,Castor seed,2002,Kharif,130.0,0.3076923076923077,26.184281045751632,818.76,"Red, Black",,,,
